m,8,6,4,2,3,4,6,9,12,4,6,8,10
n,12,9,6,6,9,12,2,3,4,2,3,4,5
N,93,52,23,9,22,41,17,34,57,11,22,37,56
E,572,240,70,14,75,208,30,78,160,18,48,100,180
P,50388,2002,84,7,55,455,21,165,1365,10,56,330,2002
elapsed_time,30211.9418,1660.907746,48.02484608,1.326527119,99.28407073,1698.546993,9.440104723,143.9299242,945.8549209,2.444344997,35.14170384,239.6382577,1645.373221
Stopping,57200,24000,7000,1400,7500,20800,3000,7800,16000,1800,4800,10000,18000
lambda_box,0.00144366,0.00541568,0.02445128,0.28571429,0.01851075,0.00595154,0.0916565,0.0293297,0.01074752,0.14400116,0.0462526,0.01619673,0.00778622
w_box,0.5,0.493137192,0.5,0.5,0.5,0.5,0.5,0.5,0.48693856,0.58028925,0.5,0.540438875,0.508970129
,0.5,0.415626447,0.478846064,0.5,0.5,0.5,0.489991241,0.430959976,0.5,0.834947218,0.934622468,0.502005175,0.294681525
,0.5,0.5,0.492348433,0.5,0.5,0.5,0.362208208,0.584355254,0.531897268,0.593684623,0.5,0.5,0.43255499
,0.46544881,0.52589437,0.5,0.5,0.5,0.496112297,0.5,0.428180574,0.382385419,0.786570014,0.45742714,0.492498825,0.359870694
,0.496940016,0.68340193,0.5,0.5,0.5,0.565164152,0.424142779,0.499955771,0.705066869,0.489632811,0.5,0.350300827,0.811138179
,0.5,0.421563062,0.5,0.5,0.5,0.497550985,0.533353823,0.465027767,0.5,0.551654346,0.459652734,0.5,0.157666209
,0.491485186,0.304859228,0.348350799,0.5,0.5,0.5,0.358044285,0.39791215,0.260630472,0.454492735,0.426103499,0.283813409,0.5
,0.392084114,0.488638135,0.5,0.5,0.5,0.5,0.541868405,0.503004428,0.221929016,0.344136188,0.5,0.511559941,0.264016652
,0.314073652,0.777159521,0.071452026,0.5,0.5,0.5,0.375058605,0.141849016,0.5,0.260547824,0.053389548,0.319625078,0.290285316
,0.729342264,0.327227726,0.172766354,0.5,0.756075937,0.329861911,0.5,0.477492825,0.46108215,0.66687968,0.203665539,0.555103875,0.12826385
,0.48167551,0.5,0.449050632,0.5,0.322538616,0.497732213,0.470771786,0.640027546,0.324642422,0.715354591,0.289464327,0.352736307,0.158228837
,0.839606304,0.256172525,0.238742762,0.5,0.5,0.453125619,0.47130805,0.396182433,0.26115592,0.586495525,0.409237301,0.404315357,0.225239205
,0.157321522,0.219712682,0.413445022,0.5,0.5,0.434291277,0.268400475,0.357691116,0.491043324,0.748631242,0.5,0.412060169,0.489169121
,0.5,0.571171292,0.5,0.5,0.5,0.5,0.364179168,0.291988398,0.52740757,0.411379368,0.280314367,0.5,0.261481609
,0.5,0.075439301,0.5,,0.5,0.3766407,0.5,0.475921341,0.156941492,0.819472018,0.5,0.50064117,0.241437506
,0.5,0.077526597,0.494736152,,0.5,0.450588824,0.5,0.24191876,0.479676132,0.032809566,0.364447839,0.446250603,0.27932745
,0.105235881,0.311916169,0.564511195,,0.5,0.178686484,0.457800044,0.399908921,0.5,0.051845186,0.290259307,0.5,0.424155513
,0.151149688,0.248366759,0.257173905,,0.5,0.196157731,0.50125,0.492184621,0.546376875,0.073918584,0.482148236,0.377872873,0.100716469
,0.09515595,0.204101118,0.432408708,,0.5,0.157441278,0.383826582,0.128724563,0.660591786,,0.5,0.541977814,0.153602947
,0.567842338,0.38170018,0.516640888,,0.5,0.410527925,0.314709646,0.335450355,0.182682227,,0.242780335,0.38742948,0.188479389
,0.286912139,0.232613624,0.403493195,,0.5,0.500424654,0.498414449,0.431294029,0.5,,0.5,0.5,0.307908494
,0.123823484,0.124000413,0.433792151,,0.5,0.20899732,0.472989405,0.135798678,0.256369301,,0.122561333,0.046720346,0.167986405
