0.19111493,n,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0.11137238,m,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.17158120000000002,p,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.25752549,T,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000,20000,30000,40000,50000,60000,70000,80000,90000,100000
0.19212109,gamma_option,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi,Bianchi
0.07628491,gamma,0.104958687,0.085698409,0.074216999,0.066381702,0.060597926,0.056102778,0.052479343,0.049477999,0.046938952,0.104958687,0.085698409,0.074216999,0.066381702,0.060597926,0.056102778,0.052479343,0.049477999,0.046938952,0.104958687,0.085698409,0.074216999,0.066381702,0.060597926,0.056102778,0.052479343,0.049477999,0.046938952,0.104958687,0.085698409,0.074216999,0.066381702,0.060597926,0.056102778,0.052479343,0.049477999,0.046938952,0.1582545866852534,0.12921432894463986,0.11190289139901699,0.10008898881879144,0.09136832822322404,0.08459063475167651,0.0791272933426267,0.07460192759934467,0.07077360271587196,0.1582545866852534,0.12921432894463986,0.11190289139901699,0.10008898881879144,0.09136832822322404,0.08459063475167651,0.0791272933426267,0.07460192759934467,0.07077360271587196,0.1582545866852534,0.12921432894463986,0.11190289139901699,0.10008898881879144,0.09136832822322404,0.08459063475167651,0.0791272933426267,0.07460192759934467,0.07077360271587196,0.1582545866852534,0.12921432894463986,0.11190289139901699,0.10008898881879144,0.09136832822322404,0.08459063475167651,0.0791272933426267,0.07460192759934467,0.07077360271587196
,eta,0.000809102,0.000660629,0.000572122,0.000511721,0.000467135,0.000432483,0.000404551,0.000381414,0.000361841,0.000809102,0.000660629,0.000572122,0.000511721,0.000467135,0.000432483,0.000404551,0.000381414,0.000361841,0.000809102,0.000660629,0.000572122,0.000511721,0.000467135,0.000432483,0.000404551,0.000381414,0.000361841,0.000809102,0.000660629,0.000572122,0.000511721,0.000467135,0.000432483,0.000404551,0.000381414,0.000361841,0.000584149066614963,0.0004769557156432398,0.0004130557662272326,0.00036944830871294163,0.0003372586208570176,0.00031224081001099717,0.0002920745333074815,0.0002753705108181551,0.0002612394043888221,0.000584149066614963,0.0004769557156432398,0.0004130557662272326,0.00036944830871294163,0.0003372586208570176,0.00031224081001099717,0.0002920745333074815,0.0002753705108181551,0.0002612394043888221,0.000584149066614963,0.0004769557156432398,0.0004130557662272326,0.00036944830871294163,0.0003372586208570176,0.00031224081001099717,0.0002920745333074815,0.0002753705108181551,0.0002612394043888221,0.000584149066614963,0.0004769557156432398,0.0004130557662272326,0.00036944830871294163,0.0003372586208570176,0.00031224081001099717,0.0002920745333074815,0.0002753705108181551,0.0002612394043888221
,Exploration,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Optimal,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform,Uniform
,lambda_min,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.0462526,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719,0.02214719
,setting,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit,Bandit
